Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
269145,Ms.,Meredith,O,Mcmullin,F,meredith.mcmullin@hotmail.com,Filiberto Mcmullin,Waltraud Mcmullin,Zink,2/9/1990,11:45:38 PM,27.48,51,10/1/2012,Q4,H2,2012,10,October,Oct,1,Monday,Mon,4.82,155581,12%,045-15-0012,239-229-5809,Orange Park,Clay,Orange Park,FL,32065,South,momcmullin,bpe]]OfSf7v9
517795,Mr.,Rayford,K,Hedgepeth,M,rayford.hedgepeth@earthlink.net,Jimmie Hedgepeth,Michell Hedgepeth,David,9/6/1980,9:36:28 AM,36.92,76,1/30/2005,Q1,H1,2005,1,January,Jan,30,Sunday,Sun,12.5,138048,0%,139-23-3725,218-972-0643,Avoca,Murray,Avoca,MN,56114,Midwest,rkhedgepeth,z.tQxGns*b/.
808683,Hon.,Ray,H,Jensen,M,ray.jensen@hotmail.com,Saul Jensen,Armanda Jensen,Wilks,1/16/1963,1:52:53 PM,54.57,53,1/12/2015,Q1,H1,2015,1,January,Jan,12,Monday,Mon,2.54,192279,29%,347-08-3789,212-632-1083,Montour Falls,Schuyler,Montour Falls,NY,14865,Northeast,rhjensen,h4g4WL7s_EmK
769949,Drs.,Novella,W,Strain,F,novella.strain@bp.com,Lewis Strain,Kristina Strain,Stamps,10/4/1960,4:59:31 PM,56.85,56,3/14/2000,Q1,H1,2000,3,March,Mar,14,Tuesday,Tue,17.38,94695,7%,369-39-9144,316-287-2086,Havana,Montgomery,Havana,KS,67347,Midwest,nwstrain,xlTQ2:D0_E>BTN
773251,Ms.,Lavonna,B,Webb,F,lavonna.webb@bp.com,Jae Webb,Tonya Webb,Braxton,12/3/1964,3:39:14 AM,52.68,47,8/23/1991,Q3,H2,1991,8,August,Aug,23,Friday,Fri,25.95,142121,24%,500-29-5440,205-418-7642,Kinston,Coffee,Kinston,AL,36453,South,lbwebb,QpTbmC!!J8PjP}r
157605,Ms.,Margot,O,Hutcherson,F,margot.hutcherson@aol.com,Chas Hutcherson,Dorthy Hutcherson,Nguyen,6/17/1971,12:26:22 PM,46.15,52,9/13/2012,Q3,H2,2012,9,September,Sep,13,Thursday,Thu,4.87,85811,25%,138-25-9889,231-866-3433,White Pigeon,St. Joseph,White Pigeon,MI,49099,Midwest,mohutcherson,e{r6i9^wVa
432874,Mr.,Lucio,C,Stoddard,M,lucio.stoddard@gmail.com,Gino Stoddard,Soraya Stoddard,Brower,3/23/1966,11:01:39 AM,51.38,81,10/9/2005,Q4,H2,2005,10,October,Oct,9,Sunday,Sun,11.81,186840,25%,211-84-5093,503-216-1980,Portland,Multnomah,Portland,OR,97266,West,lcstoddard,wVC6P76UJ1
266517,Prof.,Jarod,S,Schuster,M,jarod.schuster@yahoo.com,Alfonzo Schuster,Estella Schuster,Valles,10/14/1985,3:21:41 PM,31.81,67,5/3/2017,Q2,H1,2017,5,May,May,3,Wednesday,Wed,0.24,157457,2%,297-15-3357,262-206-0313,Rock Falls,Dunn,Rock Falls,WI,54764,Midwest,jsschuster,X6]FAk-CM]PHmHt
287234,Hon.,Loreta,U,Wallace,F,loreta.wallace@yahoo.com,Elmer Wallace,Magnolia Wallace,Huber,9/26/1962,2:19:06 PM,54.87,51,7/22/2012,Q3,H2,2012,7,July,Jul,22,Sunday,Sun,5.02,174502,7%,273-17-5581,479-757-0115,Hot Springs National Park,Garland,Hot Springs National Park,AR,71903,South,luwallace,h.MSuprgyf5
715699,Mrs.,Kristina,V,Bingham,F,kristina.bingham@btinternet.com,Lindsay Bingham,Annabell Bingham,Carbajal,9/12/1970,12:19:21 AM,46.91,53,9/10/2001,Q3,H2,2001,9,September,Sep,10,Monday,Mon,15.89,166679,24%,314-35-1291,262-432-0386,Luxemburg,Kewaunee,Luxemburg,WI,54217,Midwest,kvbingham,3b7a&y0OhVC
791796,Mr.,Nathaniel,D,Nava,M,nathaniel.nava@aol.com,Olen Nava,Terri Nava,Ma,9/23/1973,6:00:11 AM,43.87,68,6/9/2011,Q2,H1,2011,6,June,Jun,9,Thursday,Thu,6.14,90215,6%,111-98-8848,480-420-2598,Tucson,Pima,Tucson,AZ,85717,West,ndnava,q+8Z^|cP_o.OgVM
423476,Ms.,Abby,I,Chong,F,abby.chong@gmail.com,Javier Chong,Jayne Chong,Muniz,7/31/1987,7:08:29 AM,30.01,50,8/22/2009,Q3,H2,2009,8,August,Aug,22,Saturday,Sat,7.94,49400,5%,084-02-7437,210-944-8346,Tulia,Swisher,Tulia,TX,79088,South,aichong,QTy1SlSg{C
781852,Mr.,Reginald,D,Walling,M,reginald.walling@gmail.com,Tyler Walling,Kina Walling,Wynn,12/3/1971,10:34:29 AM,45.68,58,4/4/2009,Q2,H1,2009,4,April,Apr,4,Saturday,Sat,8.32,132458,11%,195-86-4856,219-291-9512,Fort Wayne,Allen,Fort Wayne,IN,46866,Midwest,rdwalling,b96+piuH5E
113138,Drs.,Lashaun,K,Barry,F,lashaun.barry@aol.com,Mel Barry,Ethelyn Barry,Crain,9/4/1990,3:36:55 AM,26.92,45,9/7/2014,Q3,H2,2014,9,September,Sep,7,Sunday,Sun,2.89,151441,9%,699-16-7700,303-271-0917,Briggsdale,Weld,Briggsdale,CO,80611,West,lkbarry,Ou6#7-!$LXz3r
177820,Prof.,Ollie,X,Newsome,M,ollie.newsome@gmail.com,Glenn Newsome,Marietta Newsome,Hartman,2/6/1979,5:05:54 AM,38.5,88,1/3/2005,Q1,H1,2005,1,January,Jan,3,Monday,Mon,12.57,120031,4%,350-08-2989,603-902-5474,Woodstock,Grafton,Woodstock,NH,3293,Northeast,oxnewsome,rcu5^0Si
863710,Drs.,Jeanice,V,Phelan,F,jeanice.phelan@msn.com,Sammie Phelan,Audrie Phelan,Tang,1/11/1986,11:26:35 PM,31.56,40,8/13/2016,Q3,H2,2016,8,August,Aug,13,Saturday,Sat,0.96,47646,7%,258-99-2798,225-916-1853,Carlisle,Plaquemines,Carlisle,LA,70042,South,jvphelan,W;&CZq0J
332897,Mr.,Francisco,J,Ezell,M,francisco.ezell@yahoo.com,Bobbie Ezell,Winona Ezell,Bearden,8/2/1976,12:07:57 AM,41.01,81,4/27/2004,Q2,H1,2004,4,April,Apr,27,Tuesday,Tue,13.26,74634,20%,626-85-5963,505-591-4627,Anthony,Doña Ana,Anthony,NM,88021,West,fjezell,qz<JD[gfBFRqfa
844768,Mr.,Vaughn,S,Boyer,M,vaughn.boyer@charter.net,Jesus Boyer,Ami Boyer,Leahy,4/30/1966,5:49:47 AM,51.28,53,2/27/2008,Q1,H1,2008,2,February,Feb,27,Wednesday,Wed,9.42,74169,9%,647-21-3420,225-369-8338,Meraux,St. Bernard,Meraux,LA,70075,South,vsboyer,8cB~~}7m
939744,Ms.,Noemi,C,Hightower,F,noemi.hightower@bellsouth.net,Jed Hightower,Crystal Hightower,Ferris,5/16/1981,5:57:56 PM,36.22,44,1/27/2015,Q1,H1,2015,1,January,Jan,27,Tuesday,Tue,2.5,184073,21%,372-37-6230,316-556-7368,Milan,Sumner,Milan,KS,67105,Midwest,nchightower,ooF&*N{5c
596386,Mr.,Antony,A,Crowley,M,antony.crowley@gmail.com,Corey Crowley,Rafaela Crowley,Bostic,5/26/1972,5:36:49 PM,45.2,65,12/12/2005,Q4,H2,2005,12,December,Dec,12,Monday,Mon,11.63,78845,1%,315-35-7881,316-689-5186,Horton,Brown,Horton,KS,66439,Midwest,aacrowley,U{XEe*wv!
635085,Mr.,Manuel,Q,Rosser,M,manuel.rosser@aol.com,Quincy Rosser,Trudi Rosser,Ebert,1/26/1976,9:27:40 PM,41.53,83,10/23/2005,Q4,H2,2005,10,October,Oct,23,Sunday,Sun,11.77,151080,7%,649-56-4885,304-667-8102,Boomer,Fayette,Boomer,WV,25031,South,mqrosser,HC-ydVE.H:&cx_1
770887,Prof.,Jae,R,Rasmussen,M,jae.rasmussen@rediffmail.com,Theodore Rasmussen,Shanita Rasmussen,Hartley,8/10/1969,2:54:41 PM,48,52,5/4/2014,Q2,H1,2014,5,May,May,4,Sunday,Sun,3.24,174718,22%,333-11-2282,405-228-9862,Cherokee,Alfalfa,Cherokee,OK,73728,South,jrrasmussen,Xw{QhI]tcKVp
663340,Mr.,Jonas,C,Manley,M,jonas.manley@gmail.com,Kraig Manley,Janina Manley,Rubin,7/25/1965,8:47:55 AM,52.04,71,1/4/1988,Q1,H1,1988,1,January,Jan,4,Monday,Mon,29.58,52776,10%,251-99-3071,216-606-6171,North Kingsville,Ashtabula,North Kingsville,OH,44068,Midwest,jcmanley,TE8yjYrL-!W
475292,Mr.,Britt,R,Goldman,M,britt.goldman@rediffmail.com,Max Goldman,Mammie Goldman,Fierro,10/19/1967,10:00:02 PM,49.81,52,7/18/2012,Q3,H2,2012,7,July,Jul,18,Wednesday,Wed,5.03,161677,24%,178-86-3160,702-504-1730,Gardnerville,Douglas,Gardnerville,NV,89410,West,brgoldman,K]%hUQ#+cB
515944,Hon.,Lianne,D,Warner,F,lianne.warner@hotmail.com,Arnulfo Warner,Katheleen Warner,Rees,6/8/1965,6:05:53 PM,52.17,45,8/29/2011,Q3,H2,2011,8,August,Aug,29,Monday,Mon,5.92,75747,6%,386-37-5884,339-996-9762,Boston,Suffolk,Boston,MA,2222,Northeast,ldwarner,LRY+FiOU.G<t
131132,Mr.,Bret,B,Grenier,M,bret.grenier@gmail.com,Chris Grenier,Evalyn Grenier,Christian,2/18/1995,11:27:10 AM,22.45,67,2/13/2016,Q1,H1,2016,2,February,Feb,13,Saturday,Sat,1.45,81222,16%,003-08-2651,215-356-4053,Jamestown,Mercer,Jamestown,PA,16134,Northeast,bbgrenier,xdcF-HUO/EX[WHf
463031,Drs.,Alverta,R,Furr,F,alverta.furr@gmail.com,Romeo Furr,Chante Furr,Burnside,2/26/1961,2:33:13 AM,56.45,47,5/3/1987,Q2,H1,1987,5,May,May,3,Sunday,Sun,30.26,51740,1%,701-18-8786,216-705-3472,Cincinnati,Hamilton,Cincinnati,OH,45253,Midwest,arfurr,X~s#cA]uJ#l}6R
546056,Drs.,Laurena,C,Klein,F,laurena.klein@hotmail.com,Filiberto Klein,Sybil Klein,Valenzuela,9/14/1964,2:59:07 AM,52.9,59,7/27/2014,Q3,H2,2014,7,July,Jul,27,Sunday,Sun,3.01,89356,15%,224-99-6140,406-693-9006,Wise River,Beaverhead,Wise River,MT,59762,West,lcklein,kppd|h&3P|
338592,Ms.,Nola,O,Spinks,F,nola.spinks@gmail.com,Zachery Spinks,Lashandra Spinks,Burkholder,12/16/1993,2:51:39 AM,23.63,43,6/16/2015,Q2,H1,2015,6,June,Jun,16,Tuesday,Tue,2.12,78999,0%,198-84-6504,217-796-3299,Lanark,Carroll,Lanark,IL,61046,Midwest,nospinks,V#U!Ee1Y
780592,Mr.,Kermit,A,Gallo,M,kermit.gallo@gmail.com,Quentin Gallo,Kenya Gallo,Klinger,8/29/1979,2:27:51 PM,37.94,73,9/9/2007,Q3,H2,2007,9,September,Sep,9,Sunday,Sun,9.89,112598,20%,732-28-2423,603-845-2669,Ashuelot,Cheshire,Ashuelot,NH,3441,Northeast,kagallo,MRL>zHuv#q:%3
162437,Mr.,Les,H,Langford,M,les.langford@yahoo.co.uk,Jake Langford,Criselda Langford,Ackley,8/15/1983,10:30:09 PM,33.98,70,5/10/2010,Q2,H1,2010,5,May,May,10,Monday,Mon,7.22,194216,5%,048-15-4439,236-578-1651,Alexandria,Alexandria (city),Alexandria,VA,22304,South,lhlangford,5TL{v4b6h2]|
282256,Drs.,Jay,V,Abernathy,F,jay.abernathy@yahoo.com,Benito Abernathy,Babette Abernathy,Watts,6/11/1985,3:07:18 PM,32.15,41,6/22/2012,Q2,H1,2012,6,June,Jun,22,Friday,Fri,5.1,112126,24%,514-31-6357,215-213-0025,Clarksburg,Indiana,Clarksburg,PA,15725,Northeast,jvabernathy,wHRCvLNHYsg^pAL
404516,Mrs.,Lennie,U,Donohue,F,lennie.donohue@gmail.com,Bert Donohue,Tess Donohue,Nielsen,9/20/1989,12:43:52 PM,27.87,40,12/12/2014,Q4,H2,2014,12,December,Dec,12,Friday,Fri,2.63,140104,7%,725-18-2571,240-555-2343,Solomons,Calvert,Solomons,MD,20688,South,ludonohue,s}Mn&^kwE
314807,Mrs.,Maisie,E,Levin,F,maisie.levin@hotmail.com,Owen Levin,Lois Levin,Ham,6/26/1977,8:00:46 AM,40.12,44,1/20/2007,Q1,H1,2007,1,January,Jan,20,Saturday,Sat,10.53,61041,23%,640-29-4024,229-917-9965,Dixie,Brooks,Dixie,GA,31629,South,melevin,fnLKJB^LPcsCJ
808271,Mr.,Coleman,H,Gary,M,coleman.gary@gmail.com,Sergio Gary,Angila Gary,Mcadams,12/17/1975,5:03:44 AM,41.64,88,12/15/2013,Q4,H2,2013,12,December,Dec,15,Sunday,Sun,3.62,153610,27%,289-15-1869,270-776-5593,Lexington,Fayette,Lexington,KY,40593,South,chgary,43Q0q]/c$^{?
821532,Mr.,Kristopher,S,Redmond,M,kristopher.redmond@gmail.com,Josiah Redmond,Yulanda Redmond,Pack,9/26/1984,12:41:42 AM,32.86,79,4/4/2014,Q2,H1,2014,4,April,Apr,4,Friday,Fri,3.32,59761,1%,071-02-0380,206-547-0291,Mead,Spokane,Mead,WA,99021,West,ksredmond,FcqTxwtO
467460,Mr.,Billy,Z,Noe,M,billy.noe@aol.com,Lemuel Noe,Ashlyn Noe,Pineda,12/23/1973,5:37:23 PM,43.62,65,3/30/2016,Q1,H1,2016,3,March,Mar,30,Wednesday,Wed,1.33,59734,15%,589-99-3191,207-385-3028,Albion,Kennebec,Albion,ME,4910,Northeast,bznoe,xI9;ZZ;O_E1t
639215,Drs.,Veola,Q,Bobbitt,F,veola.bobbitt@rediffmail.com,Kraig Bobbitt,Emmy Bobbitt,Almeida,1/18/1985,10:31:07 PM,32.55,46,2/11/2016,Q1,H1,2016,2,February,Feb,11,Thursday,Thu,1.46,94532,8%,190-86-9412,215-214-2704,Valley Forge,Montgomery,Valley Forge,PA,19483,Northeast,vqbobbitt,qWYw9~}o&ZNvO
295336,Mrs.,Kandi,L,Carrillo,F,kandi.carrillo@aol.com,Darron Carrillo,Bulah Carrillo,Cano,2/4/1984,4:46:26 AM,33.5,59,4/9/2008,Q2,H1,2008,4,April,Apr,9,Wednesday,Wed,9.31,75989,22%,266-99-8696,203-573-2680,Norwich,New London,Norwich,CT,6360,Northeast,klcarrillo,tssaIJT0z[+L}Pq
312811,Mr.,Augustine,C,Thorn,M,augustine.thorn@gmail.com,Nathanial Thorn,Shanell Thorn,Esquivel,2/18/1986,1:24:07 AM,31.46,71,6/12/2008,Q2,H1,2008,6,June,Jun,12,Thursday,Thu,9.13,104071,14%,610-87-6804,808-399-7813,Kahului,Maui,Kahului,HI,96732,West,acthorn,M3<Y0-4P\c.
358423,Mr.,Dino,M,Legg,M,dino.legg@apple.com,Stanton Legg,Fredia Legg,Grantham,9/23/1963,1:37:38 PM,53.88,56,6/18/1996,Q2,H1,1996,6,June,Jun,18,Tuesday,Tue,21.12,52471,18%,182-86-5750,405-925-3987,Pocola,Le Flore,Pocola,OK,74902,South,dmlegg,1AOJQ|cDldkELC
760812,Dr.,Dan,H,Alonso,M,dan.alonso@gmail.com,Mohammed Alonso,Alyson Alonso,Weinberg,6/5/1960,1:04:09 AM,57.18,51,6/8/1996,Q2,H1,1996,6,June,Jun,8,Saturday,Sat,21.15,99330,1%,665-22-5078,401-305-0139,Harmony,Providence,Harmony,RI,2829,Northeast,dhalonso,pf5OuRMkUiIwBL0
769303,Mr.,Dion,X,Spaulding,M,dion.spaulding@bp.com,Dexter Spaulding,Lynna Spaulding,Pitre,6/23/1981,7:40:21 PM,36.12,90,9/9/2006,Q3,H2,2006,9,September,Sep,9,Saturday,Sat,10.89,152573,12%,216-89-3327,239-971-2795,Wesley Chapel,Wesley Chapel,Wesley Chapel,FL,33545,South,dxspaulding,X^#17PXX#
152414,Mr.,Barrett,K,Reese,M,barrett.reese@gmail.com,Bobbie Reese,Ilda Reese,Oneal,7/18/1984,4:23:06 AM,33.05,60,5/29/2013,Q2,H1,2013,5,May,May,29,Wednesday,Wed,4.17,121391,23%,525-99-1262,212-403-3101,Wyandanch,Suffolk,Wyandanch,NY,11798,Northeast,bkreese,XZ#_aRY;\Z!Sij9
832886,Mr.,Morgan,Q,Schreiber,M,morgan.schreiber@aol.com,Fabian Schreiber,Bethany Schreiber,Welker,3/10/1991,1:25:17 PM,26.4,67,12/18/2016,Q4,H2,2016,12,December,Dec,18,Sunday,Sun,0.61,99301,3%,161-86-0920,304-537-6353,Fairlea,Greenbrier,Fairlea,WV,24902,South,mqschreiber,s.qg_Xa9e
468717,Mr.,Brenton,T,Otoole,M,brenton.otoole@hotmail.com,Hobert Otoole,Jo Otoole,Dorman,9/29/1959,6:59:19 PM,57.87,83,2/24/1990,Q1,H1,1990,2,February,Feb,24,Saturday,Sat,27.44,182476,23%,401-73-7040,231-386-4030,Gagetown,Tuscola,Gagetown,MI,48735,Midwest,btotoole,I+c#P~sDUH
251708,Mr.,Edmund,E,Gamez,M,edmund.gamez@cox.net,Rodger Gamez,Nikole Gamez,Crane,7/12/1966,7:50:31 AM,51.08,85,2/8/2003,Q1,H1,2003,2,February,Feb,8,Saturday,Sat,14.48,72237,27%,269-17-9944,405-994-8320,Oklahoma City,Oklahoma,Oklahoma City,OK,73194,South,eegamez,J!Q.|6A37Fhji]V
775726,Mr.,Maxwell,Y,Arriaga,M,maxwell.arriaga@gmail.com,Myles Arriaga,Leatrice Arriaga,Jacobs,10/4/1965,1:27:11 PM,51.85,50,5/9/2014,Q2,H1,2014,5,May,May,9,Friday,Fri,3.22,55091,23%,171-86-1414,217-915-9160,Elkville,Jackson,Elkville,IL,62932,Midwest,myarriaga,03O<{<QJM]s<&US
195807,Mr.,Salvatore,E,Covey,M,salvatore.covey@yahoo.com,Sandy Covey,Elenora Covey,Childress,5/22/1967,7:57:12 AM,50.22,75,1/1/2014,Q1,H1,2014,1,January,Jan,1,Wednesday,Wed,3.57,140115,29%,684-24-7648,319-310-3759,Larchwood,Lyon,Larchwood,IA,51241,Midwest,secovey,b+njb_Vi%
681385,Mr.,Archie,X,Grove,M,archie.grove@gmail.com,Werner Grove,Lyndsay Grove,Dempsey,10/11/1961,4:42:44 AM,55.83,64,2/13/2001,Q1,H1,2001,2,February,Feb,13,Tuesday,Tue,16.46,94291,27%,074-02-5852,319-474-8634,Modale,Harrison,Modale,IA,51556,Midwest,axgrove,3HmlR~\{BTas>!
487183,Mr.,Leif,N,Seymour,M,leif.seymour@gmail.com,Rocco Seymour,Iona Seymour,See,2/15/1982,2:05:33 AM,35.47,72,8/7/2005,Q3,H2,2005,8,August,Aug,7,Sunday,Sun,11.98,114017,23%,433-99-3515,603-394-4140,Auburn,Rockingham,Auburn,NH,3032,Northeast,lnseymour,jelzS\#*Q{ak
337748,Mr.,Sydney,T,Henson,M,sydney.henson@gmail.com,Alphonso Henson,Kaila Henson,Mendoza,11/19/1964,7:30:31 PM,52.72,53,6/10/2006,Q2,H1,2006,6,June,Jun,10,Saturday,Sat,11.14,158072,18%,345-11-1953,240-517-1500,Maryland Line,Baltimore,Maryland Line,MD,21105,South,sthenson,2Stx?3Q&Z
926625,Ms.,Aleisha,K,Billups,F,aleisha.billups@microsoft.com,Ned Billups,Iola Billups,Valdes,6/26/1974,1:18:47 PM,43.12,47,8/24/2006,Q3,H2,2006,8,August,Aug,24,Thursday,Thu,10.93,146213,13%,652-62-8168,339-355-2338,Framingham,Middlesex,Framingham,MA,1702,Northeast,akbillups,ZDK#?XY}j4V9
460504,Mr.,Newton,H,Spivey,M,newton.spivey@bp.com,Billie Spivey,Joycelyn Spivey,Yazzie,5/28/1965,6:54:49 AM,52.2,74,11/13/2011,Q4,H2,2011,11,November,Nov,13,Sunday,Sun,5.71,130880,27%,420-67-1596,252-215-0710,Laurel Springs,Ashe,Laurel Springs,NC,28644,South,nhspivey,pF2#8nn8A{
790668,Hon.,Herman,L,Atkinson,M,herman.atkinson@yahoo.com,Carmelo Atkinson,Lili Atkinson,Waters,3/10/1979,2:10:30 PM,38.41,62,3/9/2009,Q1,H1,2009,3,March,Mar,9,Monday,Mon,8.39,199602,23%,585-99-4784,212-845-7635,Jamesville,Onondaga,Jamesville,NY,13078,Northeast,hlatkinson,9h/JUWPpE|.|&3K
726990,Prof.,Lamar,C,Cortez,M,lamar.cortez@microsoft.com,Long Cortez,Guillermina Cortez,Hartnett,12/4/1968,4:22:37 AM,48.68,51,5/16/2001,Q2,H1,2001,5,May,May,16,Wednesday,Wed,16.21,155264,24%,036-74-9600,231-614-8126,Rochester,Oakland,Rochester,MI,48307,Midwest,lccortez,20~ftUI-?>
526477,Ms.,Bong,H,Driver,F,bong.driver@microsoft.com,Jamar Driver,Gerald Driver,Child,6/12/1973,10:57:20 PM,44.16,50,10/21/2000,Q4,H2,2000,10,October,Oct,21,Saturday,Sat,16.78,72799,11%,771-02-2992,252-812-0722,Bonlee,Chatham,Bonlee,NC,27213,South,bhdriver,gndQB{SQt7y>5L
469323,Ms.,Alejandrina,I,Martens,F,alejandrina.martens@microsoft.com,Hoyt Martens,Delorse Martens,Greer,2/10/1970,10:49:14 PM,47.49,55,9/5/2008,Q3,H2,2008,9,September,Sep,5,Friday,Fri,8.9,156628,16%,757-12-8884,215-577-9515,Widnoon,Armstrong,Widnoon,PA,16261,Northeast,aimartens,a&BsaW?Cq
116861,Mrs.,Donetta,Q,Dayton,F,donetta.dayton@gmail.com,Duncan Dayton,Lane Dayton,Orlando,1/24/1992,11:55:57 AM,25.53,53,11/30/2014,Q4,H2,2014,11,November,Nov,30,Sunday,Sun,2.66,105836,19%,504-45-5282,304-348-8690,Justice,Mingo,Justice,WV,24851,South,dqdayton,Cm9Z~niG-nf&g
468245,Ms.,Evelyn,U,Yeager,F,evelyn.yeager@aol.com,Lavern Yeager,My Yeager,Belt,3/28/1975,9:43:24 AM,42.36,55,5/8/2015,Q2,H1,2015,5,May,May,8,Friday,Fri,2.22,46131,30%,191-86-8114,605-239-9548,Humboldt,Minnehaha,Humboldt,SD,57035,Midwest,euyeager,L2D!xf{r<3[g}+
365429,Mr.,Ricardo,W,Damon,M,ricardo.damon@ibm.com,Ty Damon,Bette Damon,Voss,6/11/1979,8:06:52 PM,38.16,58,5/3/2009,Q2,H1,2009,5,May,May,3,Sunday,Sun,8.24,171487,20%,410-99-5913,215-343-0044,Keisterville,Fayette,Keisterville,PA,15449,Northeast,rwdamon,f2vI;/!~|qRDNF
430984,Mr.,Hobert,D,Weiss,M,hobert.weiss@gmail.com,Pierre Weiss,Tiny Weiss,Mast,6/27/1995,12:56:05 AM,22.1,58,7/15/2016,Q3,H2,2016,7,July,Jul,15,Friday,Fri,1.04,106699,17%,419-67-1866,210-255-6807,Albany,Shackelford,Albany,TX,76430,South,hdweiss,mEKm+3PL_F
240774,Ms.,Quiana,Y,Troy,F,quiana.troy@comcast.net,Stanley Troy,Tawanna Troy,Jorgenson,2/24/1963,3:55:25 AM,54.46,45,7/2/2010,Q3,H2,2010,7,July,Jul,2,Friday,Fri,7.08,197223,7%,587-99-2318,480-729-9687,Valentine,Mohave,Valentine,AZ,86437,West,qytroy,i@acG*oFlOM
292037,Hon.,Edythe,Z,Helm,F,edythe.helm@charter.net,Stephan Helm,Desire Helm,Stern,1/15/1972,9:18:31 AM,45.56,43,4/18/2005,Q2,H1,2005,4,April,Apr,18,Monday,Mon,12.28,147168,13%,681-24-3279,405-249-8774,Beggs,Okmulgee,Beggs,OK,74421,South,ezhelm,t9Vua]9e+wCiz>
529687,Hon.,Michael,B,Lindquist,M,michael.lindquist@verizon.net,Charles Lindquist,Carlee Lindquist,Zielinski,5/26/1964,1:26:04 PM,53.21,83,4/24/2014,Q2,H1,2014,4,April,Apr,24,Thursday,Thu,3.26,62791,25%,068-02-9007,225-435-3936,Stonewall,De Soto,Stonewall,LA,71078,South,mblindquist,g*k+r@T**/3;U.
364641,Ms.,Khadijah,F,Billings,F,khadijah.billings@aol.com,Horacio Billings,Renee Billings,Labonte,10/5/1983,1:44:15 PM,33.84,54,12/27/2016,Q4,H2,2016,12,December,Dec,27,Tuesday,Tue,0.58,49543,17%,403-73-9215,212-667-6843,Pine City,Chemung,Pine City,NY,14871,Northeast,kfbillings,R~LxoIK_
271618,Mr.,Cody,U,Lundgren,M,cody.lundgren@aol.com,Isiah Lundgren,Trula Lundgren,Aldrich,3/21/1996,3:13:52 PM,21.37,60,4/6/2017,Q2,H1,2017,4,April,Apr,6,Thursday,Thu,0.31,118419,23%,378-37-3982,405-537-5509,Colcord,Delaware,Colcord,OK,74338,South,culundgren,V8nd<1Nk<nTpi
926284,Mrs.,Mahalia,J,Spencer,F,mahalia.spencer@yahoo.com,Laurence Spencer,Dorie Spencer,Landon,11/26/1957,3:29:53 PM,59.71,54,4/1/2011,Q2,H1,2011,4,April,Apr,1,Friday,Fri,6.33,54398,9%,335-11-7912,262-225-1312,Suring,Oconto,Suring,WI,54174,Midwest,mjspencer,Cp~6yJCo
224385,Ms.,Jeffrey,P,Griffiths,F,jeffrey.griffiths@gmail.com,Jackie Griffiths,Andria Griffiths,Lindberg,6/4/1993,1:00:31 PM,24.16,60,4/6/2017,Q2,H1,2017,4,April,Apr,6,Thursday,Thu,0.31,88638,3%,421-67-7631,228-202-8532,Gunnison,Bolivar,Gunnison,MS,38746,South,jpgriffiths,A]gPk>z[rq3@
266007,Prof.,Jasper,V,Mcclellan,M,jasper.mcclellan@bp.com,Andrea Mcclellan,Serena Mcclellan,Taggart,3/26/1975,3:55:09 PM,42.37,56,1/27/2012,Q1,H1,2012,1,January,Jan,27,Friday,Fri,5.5,129386,6%,212-91-9141,229-458-6383,Surrency,Appling,Surrency,GA,31563,South,jvmcclellan,R4ttvYbID4b}bY
277807,Hon.,Chandra,Q,Braden,F,chandra.braden@earthlink.net,Eldon Braden,Azzie Braden,Conte,3/2/1986,9:27:40 AM,31.43,57,5/9/2008,Q2,H1,2008,5,May,May,9,Friday,Fri,9.22,86740,13%,039-74-4146,385-348-3538,Kamas,Summit,Kamas,UT,84036,West,cqbraden,i]GNFKzu76lkb
221301,Mrs.,Renata,F,Best,F,renata.best@gmail.com,Orval Best,Rivka Best,Peterson,3/30/1961,12:54:26 PM,56.37,58,12/14/1989,Q4,H2,1989,12,December,Dec,14,Thursday,Thu,27.64,45880,22%,681-24-6863,479-773-5168,Wheatley,St. Francis,Wheatley,AR,72392,South,rfbest,Wf<._V/hhS]h+Z}
176357,Dr.,Will,E,Hutchings,M,will.hutchings@gmail.com,Clifton Hutchings,Robert Hutchings,Jeffries,6/15/1971,2:20:12 AM,46.15,73,2/8/2001,Q1,H1,2001,2,February,Feb,8,Thursday,Thu,16.48,144856,20%,169-86-5421,225-682-2466,Baton Rouge,East Baton Rouge,Baton Rouge,LA,70819,South,wehutchings,SYAChfBqiMljQj
899025,Ms.,Maragret,C,Otoole,F,maragret.otoole@outlook.com,Boyce Otoole,Lida Otoole,Limon,10/25/1971,7:40:38 AM,45.79,56,1/21/2012,Q1,H1,2012,1,January,Jan,21,Saturday,Sat,5.52,68739,14%,184-86-4383,405-297-4683,Tulsa,Tulsa,Tulsa,OK,74193,South,mcotoole,Sm-L6/<g\9-]RQZ
